,Unnamed: 0,id,playtime_forever,price,total_positive_reviews,total_negative_reviews,pur_rel_itv,genres_vec
1,1,1,-0.864799714742056,-100.0,0.2412553703168971,-100.0,0.7355120211929866,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
3,3,3,0.09028391677607002,0.5546321701585212,0.8503874953433699,0.5748782102721866,0.931463543706072,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
4,4,4,0.6560604160557847,0.5109912984857242,0.6991959988293244,0.4820438186931833,0.9105441248451768,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
5,5,6,0.2031709623353467,0.4936486134689294,0.8149082835250852,0.5346082238234376,0.904487395509018,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6,6,7,-0.4007060971156947,-100.0,0.26903293977452125,0.08460298279254741,0.7720727762785178,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
7,7,8,-0.864799714742056,0.5000001883887292,0.5798729474817101,0.28212704891796303,0.8908162195797618,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
8,8,9,-0.864799714742056,0.5475317134971038,0.29624318255998416,0.18465940586632013,0.5004956870281683,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,12,13,0.6386542087165433,0.4884032017853019,0.7060047242802253,0.5363007964317249,0.4376486646159397,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
13,13,14,-0.0964756464840916,0.5213511545954019,0.6676973213886259,0.4860600932265789,0.7789526708134878,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
14,14,15,-0.864799714742056,-100.0,0.3937954936167208,0.26192265144209603,0.940670024753234,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
15,15,16,0.2521780469405068,0.5319886906292587,0.7678077529681443,0.5515090167213973,0.9044258658202058,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
19,19,20,-0.37845204773710656,0.5319886906292587,0.5403628659836351,0.42458337864145934,0.940351525529214,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
20,20,21,0.1014620864624565,0.5475317134971038,0.6953138803055259,0.5763633977812781,0.7988412465957366,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
22,22,23,-0.6327529080410564,-100.0,0.053333053169274745,-100.0,0.7502553846976171,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
25,25,26,-0.32303596383623456,0.4408716766769272,0.6553566047948693,0.49223484857551203,0.7387577350484023,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
28,28,29,0.30395234919234243,0.5319886906292587,0.807918743841759,0.5653100647739364,0.1312401011660893,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29,29,30,0.30644217892353165,0.5319886906292587,0.5498964596920514,0.3304037921436884,0.6562005058304465,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
30,30,31,0.30971694386362336,0.5337361812431892,0.6495917390946992,0.4125051040274485,,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
31,31,32,0.15671060348287574,0.5337361812431892,0.539327273886255,0.3202712345082732,0.7479970964981382,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
32,32,33,-0.01837837849489679,0.5043599819736837,0.5803638156940533,0.3994751529694859,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
34,34,35,0.22121273824361826,0.552145871193414,0.7498232585324074,0.5471459547301767,0.8901938511713536,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
35,35,36,0.8527268268530939,0.5705889503469028,0.756605294676009,0.6896298133234534,,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]"
37,37,38,0.3184692288105924,0.5109912984857242,0.640240456226103,0.42612053453982657,0.5536642067148949,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
38,38,39,0.2378339704387511,0.5109912984857242,0.8081007080814891,0.5366638756221076,0.8154983291153656,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
40,40,41,0.11207829615228028,0.5337361812431892,0.5945144729507451,0.33935683816159673,0.5278742049273084,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
41,41,42,0.5161738157424118,0.5488864717451536,0.7776379697229553,0.6898085115041024,0.4520588705494928,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
42,42,43,0.3953585175710516,0.512234315821425,0.6515563564106472,0.5259552692168832,0.5699054518181589,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]"
43,43,44,-0.026202166037279786,0.5134522199699463,0.7477029446797838,0.5710812252109936,0.9320510525370748,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
44,44,45,-0.1609777809827966,0.4919503545481821,0.3311691065012208,0.13798152187725962,0.591178303173088,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
48,48,49,-0.19353719633851327,-100.0,0.20305786249239807,0.10675707816942437,0.7631768311876886,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
49,49,50,-0.24288088338477035,0.4611556379501701,0.6120359012301545,0.4782718133299929,0.7099261488754548,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
52,52,53,0.14463771132162806,0.5244433300669413,0.652997584773941,0.3799986742921347,-100.0,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
53,53,54,0.5655557082696299,0.5835718417787433,0.8140817330359003,0.6194093642129451,0.7637776365858079,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
54,54,55,-0.3399424335726943,0.5552380466649534,0.5828512515690251,0.5179801961693943,0.8371271858077906,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
55,55,56,0.2892605066898707,0.5328687676456215,0.4845205687794432,0.3482182068429308,0.9890613932997698,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
57,57,58,0.2511085858508705,0.5945629518757384,0.7110307521933804,0.5570964149678381,0.830114485206403,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
59,59,60,-0.21191557471820013,-100.0,0.36575706504701455,0.0,0.7445275431937071,"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
60,60,61,-0.03022548961158565,0.4221742334120826,0.3054874861525954,0.26926238865886754,0.7466213436171425,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
66,66,67,-0.1199685146488355,-100.0,0.26422241523288803,-100.0,0.7509246295190608,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
67,67,68,0.10362844495343594,0.5223996019775226,0.7652946650669642,0.5605727266355911,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
68,68,69,0.020131236015145087,0.5109912984857242,0.5256732667771824,0.33935683816159673,0.7991387807176359,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
70,70,71,-0.1609777809827966,0.5488864717451536,0.7264750942154086,0.5611019998779492,0.5278742049273084,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]"
71,71,72,0.020131236015145087,0.4936486134689294,0.7034783140797575,0.5296927240308471,0.7493571858181344,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
73,73,74,-0.4255840077919203,0.4936486134689294,0.7991790267881433,0.5723678009003799,0.8829039650254639,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
75,75,77,0.2366891540791265,0.4740307827850482,0.4932202097800856,0.40685399095055386,0.8013469746117774,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
77,77,79,0.1299383478142529,0.4936486134689294,0.7964470238940284,0.5555247491188027,0.9129177698938168,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
79,79,81,-0.6327529080410564,0.4865481568075121,0.6263429956785053,0.37831841228312657,0.9041177410989856,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
80,80,82,0.3754979005794804,0.5319886906292587,0.7180644831506985,0.4771816784921776,0.8514734923612762,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
81,81,83,0.39098078347251775,0.552145871193414,0.5563993118640936,0.4594467175675117,0.7034847024543346,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
83,83,85,-0.4255840077919203,-100.0,0.4281527373530012,0.29970500886342194,0.7834415762377508,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
84,84,86,-0.4537882549985485,0.38563381840070293,0.6712445511996099,0.3964031634622865,0.7276671974305416,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
87,87,89,0.2378339704387511,0.5865131180351913,0.7380397273481,0.6166133109381127,0.7759236970626221,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
88,88,90,0.7370269514518304,0.5546321701585212,0.8569118845180608,0.7864353173708353,0.7922581907892979,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
89,89,91,-0.4863476708068754,0.6212657320299668,0.5016049097180011,0.39773476356138376,0.8026525601555501,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
92,92,94,-0.168659286190333,0.4953003388443693,0.8969230707704876,0.5706630760191262,0.91101099359061,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
93,93,95,0.09028391677607002,0.5620699763569792,0.6186091755037801,0.483934596198337,0.7114836662212817,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98,98,100,-0.047131959104332224,0.4936486134689294,0.9759287765425392,0.7383689045969463,0.9904772754009964,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
99,99,101,-0.4863476708068754,0.5319886906292587,0.5582150056503851,0.4117751558738069,0.5307186223579402,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
100,100,102,0.2174742670258761,0.4936486134689294,0.5326512825714489,0.3498743772034936,0.9780206212964194,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
102,102,104,-0.14640523723418106,0.4806137752825154,0.8044679473456144,0.560784872647518,0.8841502592991913,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
105,105,107,-0.7183944838444182,-100.0,-100.0,-100.0,0.7421572295536256,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107,107,109,0.10999731267938137,0.5337361812431892,0.6192759971851544,0.4919764290255374,0.7456952933348641,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
109,109,111,-0.2928104744683621,0.5319886906292587,0.7008916696991679,0.5040505284678901,0.8673412177531649,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
110,110,112,-0.5248572862385963,-100.0,0.08453088932226809,0.053378539084712184,0.829539881461772,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
111,111,113,0.11820098889602727,0.5319886906292587,0.5715607021366285,0.4604277366128641,0.8729175714877873,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
113,113,115,-0.3399424335726943,0.5546321701585212,0.7061241211872169,0.4974704825646718,0.9723715080140984,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
116,116,118,0.07356868161513022,0.4221742334120826,0.5558965950253888,0.3473765705571267,0.8009085892090222,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
117,117,119,0.19633482806764613,0.5746545943406286,0.6255084855903161,0.5058008073011538,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
118,118,120,0.17592549051316764,0.5319886906292587,0.4468978319764822,0.244738600046684,0.7627746089619482,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
120,120,122,-0.14640523723418106,0.5337361812431892,0.6926599172755566,0.519443593243375,0.5401723578233714,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
121,121,123,-0.13277353292752425,0.5454407222104759,0.6948272152115168,0.5324961906633969,0.85290302543359,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
124,124,126,-0.4255840077919203,-100.0,0.13786394249154282,0.053378539084712184,0.6210118740998807,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
128,128,130,0.07106902979169502,0.5812677063515638,0.5895034166594206,0.4472789756723052,0.7362688973564928,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
129,129,131,-0.864799714742056,0.5319886906292587,0.6104527615865594,0.4704667637994798,0.8095207676129581,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
130,130,132,-0.0964756464840916,0.5319886906292587,0.7131213721533278,0.5228116101338943,0.8345039904555422,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
131,131,133,0.8236688833831545,0.6230535330465709,0.8417336454589428,0.7637506422067354,0.1312401011660893,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
134,134,136,-0.034326941081900784,0.5475317134971038,0.582693175845582,0.6152937904526689,0.8689257002320572,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
136,136,138,-0.07533620744248601,0.5620699763569792,0.6935454159253439,0.559179346385866,0.7701944374520369,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
140,140,142,-0.14640523723418106,0.402976503417498,0.7032392186172476,0.5456133876602242,0.7127152223680163,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
141,141,143,0.30395234919234243,0.4953003388443693,0.6607051383014055,0.46178050082146,0.6661022564029959,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
147,147,149,0.14105765768953796,0.5488864717451536,0.8201840618092646,0.5020327111872706,0.7611520388466918,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
149,149,151,0.10999731267938137,0.4902028639342517,0.4819267277251125,0.34212392459382635,0.7235427409982429,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
151,151,153,-0.37845204773710656,0.5475317134971038,0.6286195262706128,0.5387366315190985,0.8419994522906709,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
152,152,154,-0.007160621588608136,0.5546321701585212,0.5974108001124605,0.4282222738596764,0.8379889380618953,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
153,153,155,-0.4863476708068754,0.4865481568075121,0.5141436957483779,0.30428114429484004,0.8493454056876976,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
155,155,157,-0.3399424335726943,-100.0,0.5731891932165619,0.44176743003687136,0.6624262774993109,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
156,156,158,0.2478673236313124,0.5319886906292587,0.7193342930696232,0.5383832167013518,0.8598942052762093,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
158,158,160,0.537938225273727,0.5319886906292587,0.7812685951603932,0.6718546008469739,0.8275652928988573,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
159,159,161,0.4863476708068754,0.5828135398941342,0.7167179404869575,0.5767087299905852,0.6739815878605018,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
161,161,163,0.8316429642972223,0.4936486134689294,0.9469547043002504,0.6750788449117502,0.9196057039475896,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
165,165,167,0.6793208664890634,-100.0,0.5128799107901925,0.3412125653936828,0.5786860477093655,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]"
166,166,168,0.1202030713164587,0.5686900782461705,0.7027172298739475,0.5417108538920896,0.5348621552369067,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
167,167,169,-0.14640523723418106,0.5868708888476057,0.5649280743618771,0.4968655387340484,0.6916679946274851,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
168,168,170,0.19353719633851327,0.4740307827850482,0.6427458949726532,0.42672690738637375,0.1922632730646628,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
171,171,173,0.11820098889602727,0.5134522199699463,0.7507506486980224,0.4696063196118536,0.8796922835029308,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
175,175,177,-0.5248572862385963,0.4936486134689294,0.510085293268301,0.40606817848279947,0.78678332947492,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
177,177,179,-0.6327529080410564,0.5475317134971038,0.5924863651199683,0.4746304239350455,0.5657857370806705,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
179,179,181,-0.23204681113657985,0.5213511545954019,0.48029745290468295,0.41605453196447,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
